source_id,city,sub_market,locality,property_type,bhk,area_sqft,floor,total_floors,furnishing,facing,bathroom,has_parking,has_lift,has_clubhouse,has_pool,has_gym,has_security,has_power_backup,rera_approved,possession_status,listed_price,project_name,developer,age_years,age_years_is_estimated,total_floors_is_estimated,floor_is_estimated
6859,Mumbai,Thane,Pokharan Road Number 2,Apartment,2,711.0,12.0,50.0,Unfurnished,North - West,3.0,True,True,True,True,True,True,True,False,Under Construction,14300000.0,Shapoorji Pallonji Skyraa,Shapoorji Pallonji Real Estate,0,True,False,False
6858,Mumbai,Thane,Anand Nagar Thane West,Apartment,3,1250.0,6.0,26.0,Furnished,North,3.0,True,True,True,True,True,True,True,False,Ready to Move,20000000.0,Soham Tropical Lagoon,Soham Group,3,True,False,False
6857,Mumbai,Thane,Majiwada,Apartment,1,454.0,8.0,31.0,Unfurnished,North - East,1.0,True,True,True,True,True,True,True,True,Ready to Move,6000000.0,Lodha Codename Goldmine,Lodha,3,True,False,False
6856,Mumbai,Thane,Anand Nagar Thane West,Apartment,1,390.0,4.0,7.0,Semi-Furnished,East,1.0,True,True,True,True,True,True,True,False,Ready to Move,5000000.0,Sukur Residency,Jaiveer Group,3,True,False,False
6855,Mumbai,Thane,Hiranandani Estate,Apartment,2,750.0,12.0,39.0,Semi-Furnished,North - East,2.0,True,True,True,True,True,True,True,False,Under Construction,15100000.0,Rosa Manhattan,Rosa Group,0,True,False,False
6854,Mumbai,Thane,Manpada,Apartment,2,634.0,5.0,25.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,13000000.0,Mahavir Square,Dhamji Shamji Shah Group & Squarefeet Group,0,True,False,False
6853,Mumbai,Thane,Thane West,Apartment,1,302.0,16.0,24.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,True,Under Construction,3980000.0,Vihang Marina,Vihang Group,0,True,False,False
6852,Mumbai,Thane,Kolshet Road,Apartment,3,1050.0,15.0,42.0,Semi-Furnished,East,3.0,True,True,True,True,True,True,True,True,Under Construction,19000000.0,Godrej Ascend,Godrej Properties,0,True,False,False
6851,Mumbai,Thane,Kolshet Road,Apartment,2,820.0,5.0,7.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,16900000.0,Lodha Sterling,Lodha,0,True,False,False
6850,Mumbai,Thane,Majiwada,Apartment,2,755.0,15.0,36.0,Unfurnished,North,2.0,True,True,True,True,True,True,True,False,Ready to Move,12900000.0,Rustomjee Azziano,Rustomjee,3,True,False,False
6849,Mumbai,Thane,Kolshet Road,Apartment,2,618.0,20.0,40.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,True,Under Construction,10700000.0,Lodha Amara,Lodha,0,True,False,False
6848,Mumbai,Thane,Kapurbawdi,Apartment,2,670.0,24.0,33.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Under Construction,10500000.0,Kalpataru Paramount,Kalpataru Ltd.,0,True,False,False
6847,Mumbai,Thane,Pokharan Road Number 2,Apartment,3,1002.0,15.0,52.0,Semi-Furnished,North - East,3.0,True,True,True,True,True,True,True,True,Under Construction,20300000.0,The Address BY GS,Raymond Realty,0,True,False,False
6846,Mumbai,Thane,Kolshet Road,Apartment,2,820.0,6.0,7.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,17700000.0,Lodha Sterling,Lodha,0,True,False,False
6845,Mumbai,Thane,Majiwada,Apartment,2,850.0,5.0,36.0,Unfurnished,North - East,2.0,False,True,True,True,True,True,True,False,Ready to Move,14500000.0,Rustomjee Azziano,Rustomjee,3,True,False,False
6844,Mumbai,Thane,Majiwada,Apartment,3,900.0,16.0,27.0,Semi-Furnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,17500000.0,Lodha Casa Ultima,Lodha,3,True,False,False
6843,Mumbai,Thane,Majiwada,Apartment,1,350.0,18.0,23.0,Semi-Furnished,East,2.0,False,True,True,True,True,True,True,True,Ready to Move,4870000.0,Crown Lodha Quality Homes,Lodha,3,True,False,False
6842,Mumbai,Thane,Anand Nagar Thane West,Apartment,1,450.0,0.0,7.0,Semi-Furnished,East,2.0,False,True,True,True,True,True,True,False,Ready to Move,5200000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6841,Mumbai,Thane,Dhokali,Apartment,2,650.0,24.0,30.0,Semi-Furnished,West,2.0,True,True,True,True,True,True,True,False,Ready to Move,11400000.0,Saptashree Heights,Saptashree Reality,3,True,False,False
6840,Mumbai,Thane,Kolshet Road,Apartment,2,559.0,12.0,28.0,Unfurnished,North - West,2.0,True,True,True,True,True,True,True,True,Ready to Move,9200000.0,Lodha Amara,Lodha,3,True,False,False
6839,Mumbai,Thane,Majiwada,Apartment,2,689.0,10.0,20.0,Unfurnished,West,2.0,True,True,True,True,True,True,True,False,Ready to Move,14000000.0,Rustomjee Aurelia,Rustomjee,3,True,False,False
6838,Mumbai,Thane,Kolshet Road,Apartment,1,468.0,5.0,30.0,Unfurnished,West,2.0,True,True,True,True,True,True,True,True,Under Construction,8600000.0,Kalpataru Parkcity,Kalpataru Ltd.,0,True,False,False
6837,Mumbai,Thane,Kolshet Road,Apartment,3,958.0,15.0,27.0,Semi-Furnished,North,3.0,True,True,True,True,True,True,True,True,Under Construction,17000000.0,Lodha Amara,Lodha,0,True,False,False
6836,Mumbai,Thane,Kolshet Road,Apartment,1,472.0,28.0,28.0,Semi-Furnished,East,1.0,True,True,True,True,True,True,True,True,Ready to Move,7900000.0,Lodha Amara,Lodha,3,True,False,False
6835,Mumbai,Thane,Balkum village,Apartment,3,950.0,28.0,38.0,Semi-Furnished,Unknown,3.0,True,True,True,True,True,True,True,False,Under Construction,22500000.0,Piramal Vaikunth,Piramal Realty,0,True,False,False
6834,Mumbai,Thane,Manpada,Apartment,2,656.0,12.0,24.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,True,Under Construction,7249000.0,Lodha Codename Central,Lodha,0,True,False,False
6833,Mumbai,Thane,Hiranandani Estate,Apartment,1,425.0,15.0,18.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,False,Ready to Move,8700000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6832,Mumbai,Thane,Hiranandani Estate,Apartment,1,259.0,9.0,34.0,Semi-Furnished,North - East,1.0,False,True,True,True,True,True,True,True,Ready to Move,6000000.0,Hiranandani Solitaire,Hiranandani Group,3,True,False,False
6831,Mumbai,Thane,Panch Pakhdi,Apartment,2,776.0,5.0,13.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,False,Ready to Move,19000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6830,Mumbai,Thane,Pokharan Road Number 2,Apartment,3,1319.0,21.0,31.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,True,Ready to Move,26600000.0,Courtyard Thane,Narang Realty and The Wadhwa Group,3,True,False,False
6829,Mumbai,Thane,Hiranandani Estate,Apartment,3,1200.0,4.0,23.0,Furnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,25000000.0,Apollo Hiranandani Estate,Individual Seller (Not Builder-Listed),3,True,False,False
6828,Mumbai,Thane,Kolshet,Apartment,2,530.0,11.0,23.0,Semi-Furnished,North - East,2.0,True,True,True,True,True,True,True,True,Under Construction,9000000.0,Lodha Crown Kolshet,Lodha,0,True,False,False
6827,Mumbai,Thane,Pokharan Road Number 2,Apartment,2,687.0,40.0,50.0,Unfurnished,South - East,2.0,True,True,True,True,True,True,True,True,Under Construction,13000000.0,Shapoorji Pallonji Northern Lights,Shapoorji Pallonji Real Estate,0,True,False,False
6826,Mumbai,Thane,Manpada,Apartment,1,430.0,3.0,7.0,Unfurnished,East,1.0,True,True,True,True,True,True,True,False,Ready to Move,6800000.0,Kabra Shubharambh,Kabra Group,3,True,False,False
6825,Mumbai,Thane,Majiwada,Apartment,2,640.0,4.0,28.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,14200000.0,Sheth Zuri,Ashwin Sheth Group,0,True,False,False
6824,Mumbai,Thane,Balkum village,Apartment,2,708.0,16.0,38.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,11000000.0,Piramal Vaikunth,Piramal Realty,0,True,False,False
6823,Mumbai,Thane,Balkum Naka,Apartment,1,266.0,2.0,32.0,Unfurnished,North - East,1.0,False,True,True,True,True,True,True,False,Under Construction,4400000.0,Dosti Nest,DOSTI REALTY,0,True,False,False
6822,Mumbai,Thane,Hiranandani Estate,Apartment,1,460.0,16.0,19.0,Semi-Furnished,North - East,2.0,True,True,True,True,True,True,True,False,Ready to Move,9500000.0,Hiranandani The Walk Ventana,Hiranandani Group,3,True,False,False
6821,Mumbai,Thane,Anand Nagar Thane West,Apartment,2,751.0,7.0,29.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,10800000.0,Dynamix Parkwoods,The Dynamix Group,0,True,False,False
6820,Mumbai,Thane,Kolshet Road,Apartment,3,1266.0,11.0,28.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,True,Under Construction,28500000.0,Lodha Sterling,Lodha,0,True,True,True
6819,Mumbai,Thane,Kolshet Road,Apartment,2,868.0,7.0,8.0,Unfurnished,North,2.0,True,True,True,True,True,True,True,True,Under Construction,17900000.0,Lodha Sterling,Lodha,0,True,False,False
6818,Mumbai,Thane,Kolshet Road,Apartment,2,902.0,5.0,8.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,19000000.0,Lodha Sterling,Lodha,3,True,False,False
6817,Mumbai,Thane,Hiranandani Estate,Apartment,3,879.0,6.0,27.0,Unfurnished,North - East,3.0,True,True,True,True,True,True,True,True,Ready to Move,15300000.0,Orovia Phase 1,Suraksha Realty,3,True,False,False
6816,Mumbai,Thane,Kapurbawdi,Apartment,2,530.0,9.0,33.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,False,Under Construction,10500000.0,Kalpataru Paramount,Kalpataru Ltd.,0,True,False,False
6815,Mumbai,Thane,Kapurbawdi,Apartment,2,672.0,24.0,33.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,False,Under Construction,12800000.0,Kalpataru Paramount,Kalpataru Ltd.,0,True,False,False
6814,Mumbai,Thane,Vartak Nagar,Apartment,2,675.0,8.0,21.0,Unfurnished,North,2.0,True,True,True,True,True,True,True,True,Ready to Move,12000000.0,Natasha Enclave,Natasha Developers,3,True,False,False
6813,Mumbai,Thane,Thane West,Apartment,1,360.0,8.0,22.0,Unfurnished,East,1.0,True,True,True,True,True,True,True,False,Under Construction,4700000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
6812,Mumbai,Thane,Majiwada,Apartment,1,454.0,11.0,29.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,7800000.0,Lodha Casa Viva,Lodha,3,True,False,False
6811,Mumbai,Thane,Patlipada,Apartment,3,1100.0,10.0,34.0,Unfurnished,North - East,3.0,True,True,True,True,True,True,True,False,Ready to Move,30000000.0,Hiranandani Eagleridge,House of Hiranandani,3,True,False,False
6810,Mumbai,Thane,Dhokali,Apartment,2,671.0,-1.0,29.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Under Construction,11900000.0,The Icon by Risland,Risland India,0,True,False,False
6809,Mumbai,Thane,Patlipada,Apartment,2,710.0,13.0,34.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,False,Ready to Move,17500000.0,Hiranandani Eagleridge,House of Hiranandani,3,True,False,False
6808,Mumbai,Thane,Kolshet Road,Apartment,1,472.0,8.0,22.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Under Construction,7000000.0,Lodha Amara,Lodha,0,True,False,False
6807,Mumbai,Thane,Manpada,Apartment,3,1011.0,15.0,25.0,Unfurnished,North - East,3.0,True,True,True,True,True,True,True,False,Under Construction,20100000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
6806,Mumbai,Thane,Pokharan Road Number 2,Apartment,3,1177.0,12.0,30.0,Unfurnished,East,3.0,False,True,True,True,True,True,True,False,Ready to Move,33600000.0,Neelkanth Lake View,Neelkanth Group,3,True,True,True
6805,Mumbai,Thane,Vartak Nagar,Apartment,1,477.0,8.0,19.0,Semi-Furnished,East,2.0,False,True,True,True,True,True,True,True,Under Construction,7099000.0,Metro Majestic,Nakshatra Builders,0,True,False,False
6804,Mumbai,Thane,Balkum village,Apartment,2,511.0,4.0,38.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,True,Under Construction,11775000.0,Piramal Vaikunth,Piramal Realty,0,True,False,False
6803,Mumbai,Thane,Kolshet Road,Apartment,2,531.0,15.0,30.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,8565000.0,Kalpataru Parkcity,Kalpataru Ltd.,0,True,False,False
6802,Mumbai,Thane,Manpada,Apartment,2,746.0,12.0,31.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,12404000.0,The Verraton,T. Bhimjyani Realty Pvt. Ltd.,0,True,False,False
6801,Mumbai,Thane,Balkum village,Apartment,3,923.0,12.0,33.0,Unfurnished,South,2.0,True,True,True,True,True,True,True,True,Under Construction,14000000.0,Dosti Tulip,DOSTI REALTY,0,True,False,False
6800,Mumbai,Thane,Pokharan Road Number 2,Apartment,2,800.0,19.0,27.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,18500000.0,Courtyard Thane,Narang Realty and The Wadhwa Group,3,True,False,False
6799,Mumbai,Thane,Kolshet,Apartment,1,390.0,11.0,28.0,Unfurnished,North,2.0,True,True,True,True,True,True,True,True,Under Construction,6200000.0,Runwal Codename Enchanted,Runwal Developers,0,True,True,True
6798,Mumbai,Thane,Waghbil,Apartment,2,700.0,4.0,7.0,Semi-Furnished,North,2.0,True,True,True,True,True,True,True,False,Ready to Move,9000000.0,Vasant Leela Apartment,Sheth Creators Pvt. Ltd.,3,True,False,False
6797,Mumbai,Thane,Pokharan Road Number 2,Apartment,3,1050.0,26.0,30.0,Unfurnished,West,3.0,True,True,True,True,True,True,True,False,Ready to Move,24000000.0,Tata Serein,TATA Housing Development Company Ltd.,3,True,False,False
6796,Mumbai,Thane,Kolshet Road,Apartment,1,350.0,0.0,22.0,Semi-Furnished,East,1.0,False,True,True,True,True,True,True,True,Ready to Move,5900000.0,Lodha Codename Crown Jewel,Lodha,3,True,False,False
6795,Mumbai,Thane,Kolshet Road,Apartment,2,722.0,28.0,30.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,13300000.0,Lodha Amara,Lodha,0,True,False,False
6794,Mumbai,Thane,Pokharan Road Number 2,Apartment,2,1100.0,15.0,30.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,True,Ready to Move,15500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6793,Mumbai,Thane,Balkum village,Apartment,3,1147.0,15.0,34.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,True,Ready to Move,20000000.0,Runwal Eirene,Runwal Developers,3,True,False,False
6792,Mumbai,Thane,Pokharan Road Number 2,Apartment,3,984.0,27.0,27.0,Semi-Furnished,West,3.0,True,True,True,True,True,True,True,False,Ready to Move,19900000.0,Cosmos Horizon,Cosmos Group,3,True,False,False
6791,Mumbai,Thane,Balkum Naka,Apartment,4,2000.0,1.0,30.0,Furnished,North - East,4.0,True,True,True,True,True,True,True,False,Ready to Move,40000000.0,Lodha Luxuria Priva,Lodha,3,True,False,False
6790,Mumbai,Thane,Kolshet Road,Apartment,2,557.0,16.0,27.0,Semi-Furnished,North - East,2.0,True,True,True,True,True,True,True,True,Ready to Move,10000000.0,Kalpataru Sunrise Grande,Kalpataru Ltd.,3,True,False,False
6789,Mumbai,Thane,Vasant Vihar,Apartment,3,879.0,7.0,20.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,17500000.0,Kalpa Taru Siddhachal 6,Individual Seller (Not Builder-Listed),3,True,False,False
6788,Mumbai,Thane,Thane West,Apartment,3,940.0,9.0,14.0,Unfurnished,East,3.0,False,True,True,True,True,True,True,False,Ready to Move,17200000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6787,Mumbai,Thane,Hiranandani Estate,Apartment,2,676.0,48.0,50.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,17500000.0,Hiranandani Skylark Enclave,Hiranandani Group,3,True,False,False
6786,Mumbai,Thane,Majiwada,Apartment,1,481.0,30.0,47.0,Unfurnished,Unknown,2.0,True,True,True,True,True,True,True,True,Under Construction,8400000.0,Rustomjee Uptown Urbania,Rustomjee,0,True,False,False
6785,Mumbai,Thane,Pokharan Road Number 2,Apartment,1,490.0,4.0,7.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,7400000.0,Gawand Bag,Vardhaman Homes,3,True,False,False
6784,Mumbai,Thane,Panch Pakhdi,Apartment,4,2000.0,6.0,31.0,Semi-Furnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,46000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6783,Mumbai,Thane,Manpada,Apartment,3,1100.0,29.0,31.0,Semi-Furnished,East,3.0,False,True,True,True,True,True,True,False,Ready to Move,26000000.0,Neelkanth Woods,T. Bhimjyani Realty Pvt. Ltd.,3,True,False,False
6782,Mumbai,Thane,Majiwada,Apartment,2,713.0,5.0,47.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,True,Under Construction,12000000.0,Rustomjee Uptown Urbania,Rustomjee,0,True,False,False
6781,Mumbai,Thane,Manpada,Apartment,3,950.0,7.0,27.0,Unfurnished,West,2.0,False,True,True,True,True,True,True,False,Ready to Move,19500000.0,Neelkanth Greens,Neelkanth Group,3,True,False,False
6780,Mumbai,Thane,Majiwada,Apartment,2,640.0,10.0,24.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,10800000.0,Rustomjee Urbania,Rustomjee,3,True,True,True
6779,Mumbai,Thane,Kolshet Road,Apartment,3,1409.0,40.0,42.0,Semi-Furnished,West,3.0,True,True,True,True,True,True,True,True,Under Construction,27500000.0,Eternia at Kalpataru Parkcity,Kalpataru Ltd.,0,True,False,False
6778,Mumbai,Thane,Manpada,Apartment,3,1000.0,10.0,15.0,Unfurnished,West,3.0,False,True,True,True,True,True,True,False,Ready to Move,15500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6777,Mumbai,Thane,Vartak Nagar,Apartment,1,444.0,21.0,28.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,False,Ready to Move,8500000.0,Puraniks Vartak Nagar,Puranik Builders ltd.,3,True,False,False
6776,Mumbai,Thane,Kolshet Road,Apartment,3,957.0,18.0,47.0,Unfurnished,North - East,3.0,True,True,True,True,True,True,True,False,Under Construction,20400000.0,Kalpataru Eternia,Kalpataru Ltd.,0,True,False,False
6775,Mumbai,Thane,Hiranandani Estate,Apartment,3,1011.0,11.0,27.0,Furnished,West,3.0,True,True,True,True,True,True,True,False,Ready to Move,24800000.0,Hiranandani Estate Canary,House of Hiranandani,3,True,False,False
6774,Mumbai,Thane,Kolshet Road,Apartment,3,990.0,4.0,26.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,23500000.0,Sunrise by Kalpataru,Kalpataru Ltd.,3,True,False,False
6773,Mumbai,Thane,Hiranandani Estate,Apartment,2,720.0,11.0,20.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,11200000.0,Rosa Oasis,Rosa Group,3,True,False,False
6772,Mumbai,Thane,Hiranandani Estate,Apartment,2,611.0,9.0,20.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,8900000.0,Palacia Kingston Phase 2,Madhav Constructions,3,True,False,False
6771,Mumbai,Thane,Kolshet Road,Apartment,2,660.0,15.0,19.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,12000000.0,Highland Park,Siddhi Group,3,True,False,False
6770,Mumbai,Thane,Kolshet Road,Apartment,3,1019.0,19.0,20.0,Semi-Furnished,East,3.0,True,True,True,True,True,True,True,True,Ready to Move,20000000.0,Regency Heights,Regency Group,3,True,False,False
6769,Mumbai,Thane,Patlipada,Apartment,3,1011.0,6.0,18.0,Semi-Furnished,North - West,3.0,True,True,True,True,True,True,True,False,Ready to Move,29000000.0,Hiranandani Rodas Enclave Woodpark,Individual Seller (Not Builder-Listed),3,True,False,False
6768,Mumbai,Thane,Pokharan Road Number 2,Apartment,1,470.0,30.0,33.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,9900000.0,Ashar Edge,Ashar Group,3,True,False,False
6767,Mumbai,Thane,Manpada,Apartment,2,1220.0,11.0,28.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,True,Ready to Move,16500000.0,Dosti Imperia,Dosti Realty,3,True,False,False
6766,Mumbai,Thane,Manpada,Apartment,3,1033.0,7.0,27.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,24000000.0,Crystal Spires,Soham Group,3,True,False,False
6765,Mumbai,Thane,Vasant Vihar,Apartment,3,1050.0,10.0,20.0,Furnished,Unknown,3.0,False,True,False,True,True,False,True,False,Ready to Move,19500000.0,Neelkanth Palms,Neelkanth Group,3,True,False,False
6764,Mumbai,Thane,Kolshet Road,Apartment,3,860.0,12.0,22.0,Semi-Furnished,North,2.0,True,True,True,True,True,True,True,False,Ready to Move,16000000.0,Elite Platina 20,Terraform Realty,3,True,False,False
6763,Mumbai,Thane,Waghbil,Apartment,2,580.0,9.0,19.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,7600000.0,Prestige Residency,PRESCON,3,True,False,False
6762,Mumbai,Thane,Thane West,Apartment,3,1150.0,27.0,35.0,Semi-Furnished,East,3.0,True,True,True,True,True,True,True,True,Under Construction,24000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
6761,Mumbai,Thane,Manpada,Apartment,1,323.0,13.0,27.0,Unfurnished,East,1.0,True,True,True,True,True,True,True,True,Under Construction,3700000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
6760,Mumbai,Thane,Majiwada,Apartment,3,1068.0,15.0,32.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,True,Under Construction,24226000.0,Sheth Vasant Lawns,Ashwin Sheth Group,0,True,False,False
6759,Mumbai,Thane,Kolshet Road,Villa,4,2000.0,11.0,28.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,25000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,True,True
6758,Mumbai,Thane,Patlipada,Apartment,3,850.0,23.0,34.0,Unfurnished,North - East,2.0,True,True,True,True,True,True,True,False,Ready to Move,25000000.0,Hiranandani Eagleridge,House of Hiranandani,3,True,False,False
6757,Mumbai,Thane,Majiwada,Apartment,2,835.0,12.0,20.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,18000000.0,Sheth Vasant Lawns,Ashwin Sheth Group,3,True,False,False
6756,Mumbai,Thane,Waghbil,Apartment,3,920.0,4.0,16.0,Semi-Furnished,North - East,3.0,True,True,True,True,True,True,True,False,Ready to Move,16000000.0,Vijay resedency II,Individual Seller (Not Builder-Listed),3,True,False,False
6755,Mumbai,Thane,Kolshet Road,Apartment,2,902.0,8.0,8.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,True,Ready to Move,18500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6754,Mumbai,Thane,Hiranandani Estate,Apartment,3,1288.0,13.0,35.0,Semi-Furnished,North - East,4.0,True,True,True,True,True,True,True,False,Ready to Move,34600000.0,Hiranandani Lake Enclave,House of Hiranandani,3,True,False,False
6753,Mumbai,Thane,Hiranandani Estate,Apartment,4,2200.0,9.0,28.0,Semi-Furnished,West,5.0,True,True,True,True,True,True,True,False,Ready to Move,62500000.0,LEONA HIRANANDANI ESTATE,Individual Seller (Not Builder-Listed),3,True,False,False
6752,Mumbai,Thane,Hiranandani Estate,Apartment,3,790.0,10.0,27.0,Unfurnished,Unknown,2.0,True,True,True,True,True,True,True,False,Ready to Move,13500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
6751,Mumbai,Thane,Majiwada,Apartment,2,769.0,26.0,29.0,Unfurnished,South -West,2.0,False,True,True,True,True,True,True,False,Ready to Move,19100000.0,Sheth Avalon,Sheth Creators Pvt. Ltd.,3,True,False,False
6750,Mumbai,Thane,Bhayandarpada,Apartment,3,908.0,24.0,28.0,Unfurnished,North - East,3.0,True,True,True,True,True,True,True,True,Ready to Move,17200000.0,Godrej Emerald,Godrej Properties,3,True,False,False
6749,Mumbai,Thane,Kolshet Road,Apartment,2,618.0,7.0,30.0,Unfurnished,North - West,2.0,True,True,True,True,True,True,True,True,Under Construction,11900000.0,Lodha Amara,Lodha,0,True,False,False
6748,Mumbai,Thane,Anand Nagar Thane West,Apartment,2,710.0,20.0,23.0,Unfurnished,Unknown,2.0,True,True,True,True,True,True,True,False,Ready to Move,15000000.0,Pataskar Eclat,Pataskar Developers,3,True,False,False
6747,Mumbai,Thane,Pokharan Road Number 2,Apartment,3,860.0,20.0,27.0,Unfurnished,East,3.0,False,True,True,True,True,True,True,False,Under Construction,19000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
6746,Mumbai,Thane,Manpada,Apartment,2,732.0,27.0,31.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,12500000.0,The Verraton,T. Bhimjyani Realty Pvt. Ltd.,0,True,False,False
6745,Mumbai,Thane,Kolshet Road,Apartment,2,611.0,7.0,40.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,10400000.0,Kalpataru Parkcity,Kalpataru Ltd.,0,True,False,False
6744,Mumbai,Thane,Hiranandani Estate,Apartment,2,727.0,8.0,20.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,11100000.0,Palacia,Madhav Shreeji Group,3,True,False,False
6743,Mumbai,Thane,Waghbil,Apartment,2,600.0,7.0,7.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,True,Ready to Move,7800000.0,Prestige Residency,PRESCON,3,True,False,False
6742,Mumbai,Thane,Thane West,Apartment,3,1174.0,20.0,30.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,False,Ready to Move,19000000.0,Dahlia Runwal Garden City,Runwal Developers,3,True,False,False
6741,Mumbai,Thane,Hiranandani Estate,Apartment,3,1165.0,7.0,27.0,Unfurnished,East,3.0,False,True,True,True,True,True,True,False,Ready to Move,32500000.0,Annora,Individual Seller (Not Builder-Listed),3,True,False,False
6740,Mumbai,Thane,Thane West,Apartment,2,760.0,3.0,20.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,14300000.0,Laxmi Narayan Residency,Raunak Group,3,True,False,False
6739,Mumbai,Thane,Hiranandani Estate,Apartment,3,1150.0,11.0,13.0,Semi-Furnished,North - East,2.0,True,True,True,True,False,True,True,False,Ready to Move,21000000.0,Apollo Hiranandani Estate,Individual Seller (Not Builder-Listed),3,True,False,False
6738,Mumbai,Thane,Balkum village,Apartment,3,922.0,12.0,30.0,Unfurnished,East,3.0,True,True,True,True,True,True,True,True,Under Construction,14600000.0,Dosti West County,Dosti Realty,0,True,False,False
6737,Mumbai,Thane,Thane West,Apartment,2,600.0,6.0,20.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,False,Ready to Move,7100000.0,Vihang Vermont,Vihang Group,3,True,False,False
