source_id,city,sub_market,locality,property_type,bhk,area_sqft,floor,total_floors,furnishing,facing,bathroom,has_parking,has_lift,has_clubhouse,has_pool,has_gym,has_security,has_power_backup,rera_approved,possession_status,listed_price,project_name,developer,age_years,age_years_is_estimated,total_floors_is_estimated,floor_is_estimated
9507,Mumbai,Thane,Thane West,Apartment,1,420.0,0.0,3.0,Unfurnished,East,1.0,False,False,False,False,False,True,True,False,Ready to Move,2000000.0,Laxmi Narayan Residency,Raunak Group,3,True,False,False
9506,Mumbai,Thane,Patlipada,Apartment,2,855.0,2.0,7.0,Unfurnished,South - East,2.0,True,True,True,False,True,True,True,False,Ready to Move,7695000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9505,Mumbai,Thane,Manpada,Apartment,1,540.0,4.0,4.0,Unfurnished,Unknown,1.0,False,True,True,True,True,True,True,False,Ready to Move,2500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9504,Mumbai,Thane,Thane West,Apartment,1,510.0,4.0,4.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,2000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9503,Mumbai,Thane,Manpada,Apartment,2,740.0,1.0,7.0,Semi-Furnished,Unknown,2.0,True,True,False,False,False,False,False,False,Ready to Move,5300000.0,Sanghvi Garden,Sanghvi Premises,3,True,False,False
9502,Mumbai,Thane,Hiranandani Estate,Apartment,1,403.0,1.0,36.0,Semi-Furnished,North - East,2.0,True,True,False,False,False,True,True,False,Ready to Move,9200000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9501,Mumbai,Thane,Thane West,Apartment,1,410.0,4.0,9.0,Semi-Furnished,East,1.0,False,True,True,False,True,True,True,False,Ready to Move,1450000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9499,Mumbai,Thane,Naupada,Apartment,2,746.0,22.0,30.0,Unfurnished,North,2.0,False,True,True,True,True,True,True,True,Ready to Move,20000000.0,Giriraj Dreams,Pridedream Realtors,3,True,False,False
9498,Mumbai,Thane,Thane West,Apartment,1,444.0,15.0,30.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,8100000.0,Samrin Heritage,Samrin Group,0,True,False,False
9497,Mumbai,Thane,Manpada,Apartment,2,720.0,16.0,35.0,Semi-Furnished,West,2.0,True,True,True,True,True,True,True,True,Under Construction,7350000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
9496,Mumbai,Thane,Manpada,Apartment,1,585.0,0.0,12.0,Semi-Furnished,East,2.0,True,True,True,True,True,True,True,True,Ready to Move,4210381.0,Mokshit Majesta,Ashapura Builders and Developers,3,True,False,False
9495,Mumbai,Thane,Manpada,Apartment,3,758.0,19.0,23.0,Unfurnished,East,2.0,True,True,True,True,True,True,True,True,Under Construction,8000000.0,Lodha Codename Premier,Lodha,0,True,False,False
9494,Mumbai,Thane,Teen Hath Naka,Apartment,2,754.0,18.0,52.0,Unfurnished,West,2.0,True,True,True,True,True,True,True,True,Under Construction,16800000.0,IRIS at Kashish Park,Kashish Park Realtors,0,True,False,False
9493,Mumbai,Thane,Bhayandarpada,Apartment,2,950.0,4.0,10.0,Semi-Furnished,Unknown,2.0,True,True,False,False,False,False,False,False,Ready to Move,8500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9492,Mumbai,Thane,Kolshet Road,Apartment,1,432.0,15.0,30.0,Unfurnished,East,1.0,True,True,False,False,False,False,False,False,Ready to Move,8000000.0,Lodha Amara,Lodha,3,True,False,False
9491,Mumbai,Thane,Majiwada,Apartment,1,317.0,15.0,24.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Under Construction,6500000.0,Lodha Crown,Lodha,0,True,False,False
9490,Mumbai,Thane,Patlipada,Apartment,2,735.0,6.0,22.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,11800000.0,Signature Residency,Shree Tirupati Group,3,True,False,False
9489,Mumbai,Thane,Pokharan Road Number 2,Apartment,2,798.0,13.0,29.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,23500000.0,Courtyard Thane,Narang Realty and The Wadhwa Group,3,True,False,False
9488,Mumbai,Thane,Balkum village,Apartment,1,400.0,1.0,8.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6000000.0,NG Regency,RNA NG Builders,3,True,False,False
9487,Mumbai,Thane,Kolshet Road,Apartment,1,520.0,2.0,31.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,8800000.0,Lodha Amara,Lodha,3,True,False,False
9486,Mumbai,Thane,Patlipada,Apartment,1,440.0,3.0,8.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,5200000.0,Nisarg Upvan,Individual Seller (Not Builder-Listed),3,True,False,False
9485,Mumbai,Thane,Bhayandarpada,Apartment,3,950.0,14.0,27.0,Semi-Furnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,14000000.0,Lodha Splendora,Lodha,3,True,False,False
9484,Mumbai,Thane,Thane West,Independent House,1,300.0,-1.0,1.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,1500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9483,Mumbai,Thane,Brahmand,Apartment,1,300.0,0.0,7.0,Unfurnished,South -West,1.0,False,False,False,False,False,False,False,False,Ready to Move,4400000.0,Brahmand CHS,Individual Seller (Not Builder-Listed),3,True,False,False
9482,Mumbai,Thane,Majiwada,Apartment,2,950.0,15.0,27.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,19800000.0,Sheth Vasant Lawns,Ashwin Sheth Group,3,True,False,False
9481,Mumbai,Thane,Waghbil,Apartment,2,1090.0,4.0,19.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,14000000.0,Bhoomi Acres Phase 2,BHOOMI GROUP,3,True,False,False
9480,Mumbai,Thane,Manpada,Apartment,2,1100.0,7.0,20.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,11500000.0,Cosmos Lounge,Cosmos Group,3,True,False,False
9479,Mumbai,Thane,Pokharan Road Number 2,Apartment,2,476.0,-2.0,9.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,10500000.0,Tata Serein,TATA Housing Development Company Ltd.,3,True,False,False
9478,Mumbai,Thane,Patlipada,Apartment,2,610.0,12.0,15.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9700000.0,Cosmos Classique,Cosmos Group,3,True,False,False
9477,Mumbai,Thane,Kolshet Road,Apartment,2,705.0,15.0,20.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,8600000.0,Jasmine,SHRI TIRUPATI REALTY,3,True,False,False
9476,Mumbai,Thane,Hiranandani Estate,Apartment,2,530.0,10.0,16.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9000000.0,Madhav Palacia,Individual Seller (Not Builder-Listed),3,True,False,False
9475,Mumbai,Thane,Bhayandarpada,Apartment,2,450.0,25.0,29.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,10500000.0,Godrej Emerald,Godrej Properties,3,True,False,False
9474,Mumbai,Thane,Thane West,Apartment,1,600.0,2.0,7.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,3500000.0, Omkar Apartment,Individual Seller (Not Builder-Listed),3,True,False,False
9472,Mumbai,Thane,Majiwada,Apartment,1,390.0,4.0,7.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,5100000.0,Sai Dham Majiwada,Individual Seller (Not Builder-Listed),3,True,False,False
9471,Mumbai,Thane,Manpada,Apartment,2,800.0,1.0,7.0,Unfurnished,North,2.0,True,True,False,False,False,False,False,False,Ready to Move,10000000.0,Happy Valley ,Individual Seller (Not Builder-Listed),3,True,False,False
9470,Mumbai,Thane,Thane West,Apartment,1,585.0,2.0,4.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,2200000.0,Sanjivani Complex,S.R. Constructions,3,True,False,False
9469,Mumbai,Thane,Bhayandarpada,Apartment,1,585.0,2.0,7.0,Furnished,North,2.0,True,True,True,True,True,True,True,False,Ready to Move,5570000.0,Giri Kunj,Laxmi Developers,3,True,False,False
9468,Mumbai,Thane,Bhayandarpada,Apartment,2,800.0,7.0,30.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9500000.0,Godrej Emerald,Godrej Properties,3,True,False,False
9467,Mumbai,Thane,Balkum Naka,Apartment,3,1200.0,1.0,19.0,Semi-Furnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,13000000.0,Runwal Garden City,The Runwal Group,3,True,False,False
9466,Mumbai,Thane,Balkum Naka,Independent House,3,1300.0,12.0,20.0,Unfurnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,13000000.0,Runwal Garden City,The Runwal Group,3,True,False,False
9465,Mumbai,Thane,Manpada,Apartment,2,873.0,17.0,20.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,14000000.0,Cosmos Lounge,Cosmos Group,3,True,False,False
9464,Mumbai,Thane,Owale,Apartment,1,400.0,13.0,18.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,5600000.0,Pushpanjali Residency Phase III,Ram Developers,3,True,False,False
9463,Mumbai,Thane,Thane West,Apartment,2,840.0,3.0,7.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9500000.0,Saket Complex,Shakti Builders and Developers,3,True,False,False
9462,Mumbai,Thane,Thane West,Apartment,3,1690.0,12.0,17.0,Furnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,38000000.0,Raheja Gardens,Raheja Group,3,True,False,False
9461,Mumbai,Thane,Kolshet Road,Apartment,1,519.0,14.0,29.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,7500000.0,Lodha Amara,Lodha,3,True,False,False
9460,Mumbai,Thane,Bhayandarpada,Apartment,3,1110.0,10.0,27.0,Unfurnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,16500000.0,Lodha Splendora,Lodha,3,True,False,False
9459,Mumbai,Thane,Dhokali,Apartment,1,395.0,3.0,4.0,Semi-Furnished,North - East,1.0,False,False,False,False,False,False,False,False,Ready to Move,7500000.0,Aban Park,Individual Seller (Not Builder-Listed),3,True,False,False
9458,Mumbai,Thane,Waghbil,Apartment,2,800.0,2.0,19.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Unknown,9500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),0,True,False,False
9457,Mumbai,Thane,Manpada,Apartment,1,480.0,7.0,14.0,Semi-Furnished,North - East,1.0,False,False,False,False,False,False,False,False,Ready to Move,6800000.0,Pride Park,Gala Developers,3,True,False,False
9456,Mumbai,Thane,Balkum village,Apartment,2,825.0,9.0,34.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,14000000.0,Dosti West County,Dosti Realty,3,True,False,False
9455,Mumbai,Thane,Bhayandarpada,Apartment,2,525.0,1.0,20.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9000000.0,Godrej Emerald,Godrej Properties,3,True,False,False
9454,Mumbai,Thane,Majiwada,Apartment,2,800.0,6.0,27.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,15500000.0,Lodha Luxuria,Lodha,3,True,False,False
9453,Mumbai,Thane,Thane West,Apartment,1,508.0,7.0,7.0,Semi-Furnished,North,1.0,False,False,False,False,False,False,False,False,Ready to Move,7000000.0,Vasant Vihar,Conwood Realty,3,True,False,False
9452,Mumbai,Thane,Majiwada,Apartment,1,600.0,3.0,5.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,7200000.0,Oswal Park,Vijay Group,3,True,False,False
9451,Mumbai,Thane,Koliwada,Apartment,1,350.0,0.0,2.0,Unfurnished,North,1.0,False,False,False,False,False,False,False,False,Ready to Move,4000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9450,Mumbai,Thane,Majiwada,Apartment,1,594.0,9.0,27.0,Furnished,Unknown,1.0,True,True,False,False,False,False,False,False,Ready to Move,9100000.0,Lodha Casa Ultima,Lodha,3,True,False,False
9449,Mumbai,Thane,Dhokali,Apartment,1,449.0,7.0,18.5,Unfurnished,Unknown,2.0,True,False,False,False,False,False,False,False,Under Construction,7951790.0,The Icon by Risland,Risland India,0,True,True,True
9448,Mumbai,Thane,Balkum village,Apartment,1,318.0,19.0,42.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Under Construction,6090000.0,Piramal Vaikunth,Piramal Realty,0,True,False,False
9447,Mumbai,Thane,Balkum village,Apartment,4,2010.0,22.0,28.0,Unfurnished,East,4.0,True,False,False,False,False,False,False,False,Ready to Move,41000000.0,Piramal Vaikunth,Piramal Realty,3,True,False,False
9446,Mumbai,Thane,Panch Pakhdi,Apartment,2,760.0,19.0,22.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,18500000.0,Atlantis,SHRI TIRUPATI REALTY,3,True,False,False
9445,Mumbai,Thane,Kolbad,Apartment,1,530.0,2.0,4.0,Semi-Furnished,East,1.0,False,True,True,True,True,True,True,False,Ready to Move,8000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9444,Mumbai,Thane,Vartak Nagar,Apartment,1,550.0,17.0,25.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9500000.0,Neelambari,Shree Sai Baba Grihanirmiti Pvt. Ltd.,3,True,False,False
9443,Mumbai,Mumbai,Naupada,Apartment,3,1400.0,6.0,8.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,22500000.0,West View,Gaurang Associates,3,True,False,False
9442,Mumbai,Thane,Majiwada,Apartment,1,460.0,0.0,3.0,Unfurnished,West,1.0,True,False,False,False,False,False,False,False,Ready to Move,5500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9441,Mumbai,Thane,Balkum village,Apartment,2,639.0,13.0,30.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,12500000.0,Dosti Oak,DOSTI REALTY,3,True,False,False
9440,Mumbai,Thane,Balkum village,Apartment,2,639.0,13.0,30.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,12500000.0,Dosti Oak,DOSTI REALTY,3,True,False,False
9439,Mumbai,Thane,Pokharan Road Number 2,Apartment,1,476.0,3.0,30.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,11200000.0,Tata Serein,TATA Housing Development Company Ltd.,3,True,False,False
9438,Mumbai,Thane,Thane West,Apartment,2,755.0,1.0,18.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,12500000.0,Laxmi Narayan Residency,Raunak Group,3,True,False,False
9437,Mumbai,Thane,Majiwada,Apartment,2,652.0,6.0,7.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,12000000.0,Lodha Paradise,Lodha,3,True,False,False
9436,Mumbai,Thane,Savarkar Nagar,Apartment,2,650.0,1.0,7.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,7300000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9435,Mumbai,Thane,Thane West,Apartment,2,800.0,2.0,12.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,5000000.0,Sanjivani Complex,S.R. Constructions,3,True,False,False
9434,Mumbai,Thane,Thane West,Apartment,2,770.0,5.0,15.0,Semi-Furnished,East,2.0,True,False,False,False,False,False,False,False,Ready to Move,9500000.0,Runwal Garden City,Runwal Developers,3,True,False,False
9433,Mumbai,Thane,Balkum village,Apartment,2,639.0,15.0,27.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,11500000.0,Dosti West County,Dosti Realty,3,True,False,False
9432,Mumbai,Thane,Thane West,Apartment,3,1200.0,1.0,12.0,Semi-Furnished,Unknown,3.0,True,True,False,False,False,False,False,False,Ready to Move,11000000.0,Vardhman Gardens,Vardhman Group,3,True,False,False
9431,Mumbai,Thane,Kolshet Road,Apartment,2,990.0,15.0,25.0,Semi-Furnished,Unknown,2.0,False,True,False,False,False,False,True,False,Ready to Move,17500000.0,Wadhwa Solitaire,The Wadhwa Group,3,True,False,False
9430,Mumbai,Thane,Balkum village,Apartment,2,630.0,8.0,34.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,18000000.0,Piramal Vaikunth,Piramal Realty,3,True,False,False
9429,Mumbai,Thane,Thane West,Apartment,1,550.0,2.0,7.0,Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Unknown,5000000.0,Parijat Gardens,Soham Group,0,True,False,False
9428,Mumbai,Thane,Manpada,Apartment,1,550.0,7.0,7.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,7300000.0,Neelkanth Greens,Neelkanth Group,3,True,False,False
9427,Mumbai,Thane,Vrindavan Society,Apartment,2,770.0,4.0,4.0,Unfurnished,East,2.0,False,True,True,True,True,True,True,False,Ready to Move,9200000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9426,Mumbai,Thane,Panch Pakhdi,Apartment,2,730.0,3.0,7.0,Semi-Furnished,North - East,1.0,False,False,False,False,False,False,False,False,Ready to Move,9800000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9425,Mumbai,Thane,Vartak Nagar,Apartment,2,625.0,27.0,29.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9950000.0,Puraniks Grand Central,Puranik Builders ltd.,3,True,False,False
9424,Mumbai,Thane,Anand Nagar Thane West,Apartment,1,420.0,7.0,7.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,5100000.0,Rutu Enclave,Rutu Group,3,True,False,False
9423,Mumbai,Thane,Thane West,Apartment,1,528.0,2.0,7.0,Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6500000.0,Prestige Residency,PRESCON,3,True,False,False
9422,Mumbai,Thane,Balkum village,Apartment,2,1006.0,12.0,30.0,Unfurnished,Unknown,2.0,True,False,False,False,False,False,False,False,Ready to Move,20200000.0,Piramal Vaikunth,Piramal Realty,3,True,True,True
9421,Mumbai,Thane,Balkum village,Apartment,2,1006.0,12.0,30.0,Unfurnished,Unknown,2.0,True,False,False,False,False,False,False,False,Ready to Move,20000000.0,Piramal Vaikunth,Piramal Realty,3,True,True,True
9420,Mumbai,Thane,Waghbil,Apartment,1,300.0,11.0,27.0,Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6000000.0,Bhoomi Acres Phase 2,BHOOMI GROUP,3,True,False,False
9419,Mumbai,Thane,Teen Hath Naka,Apartment,3,1500.0,16.0,17.0,Furnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,42500000.0,Raheja Gardens,Raheja Group,3,True,False,False
9418,Mumbai,Thane,Balkum village,Apartment,1,635.0,7.0,8.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,7200000.0,Ashok Nagar, SHREE SAIBABA CONSTRUCTION COMPANY,3,True,False,False
9417,Mumbai,Thane,Thane West,Apartment,2,1033.0,3.0,14.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,10500000.0,Devashree Park,R W Sawant Company,3,True,False,False
9416,Mumbai,Thane,Manpada,Apartment,2,590.0,8.0,19.0,Semi-Furnished,Unknown,2.0,True,False,False,False,False,False,False,False,Under Construction,11100000.0,The Verraton,T. Bhimjyani Realty Pvt. Ltd.,0,True,True,True
9415,Mumbai,Thane,Khopat,Apartment,2,950.0,2.0,6.0,Semi-Furnished,North - West,3.0,False,False,False,False,False,False,False,False,Ready to Move,11000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9414,Mumbai,Thane,Balkum village,Apartment,1,418.0,11.0,28.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,7000000.0,Lodha Casa Royale,Lodha,3,True,False,False
9413,Mumbai,Thane,Waghbil,Apartment,2,703.0,3.0,8.0,Unfurnished,Unknown,2.0,True,False,False,False,False,False,False,False,Ready to Move,9300000.0,Lalani Residency,Lalani Group,3,True,True,True
9412,Mumbai,Thane,Manpada,Apartment,2,680.0,2.0,10.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,13000000.0,Pride Park,Gala Developers,3,True,False,False
9411,Mumbai,Thane,Teen Hath Naka,Apartment,2,869.0,7.0,17.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,14700000.0,Valencia Park,Singhania Group,3,True,True,True
9410,Mumbai,Thane,Majiwada,Apartment,2,900.0,1.0,22.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Under Construction,11500000.0,Lodha Crown,Lodha,0,True,False,False
9409,Mumbai,Thane,Vasant Vihar,Apartment,2,1000.0,9.0,12.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,14000000.0,Lok Upvan,Jaiveer Group,3,True,False,False
9408,Mumbai,Thane,Bhayandarpada,Apartment,1,526.0,4.0,4.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,4500000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9407,Mumbai,Thane,Waghbil,Apartment,1,484.0,3.0,8.0,Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6500000.0,Prestige Residency,PRESCON,3,True,False,False
9406,Mumbai,Thane,Vrindavan Society,Apartment,2,675.0,2.0,2.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,9000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9405,Mumbai,Thane,Kolshet,Apartment,1,630.0,2.0,5.0,Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9404,Mumbai,Thane,Naupada,Apartment,1,300.0,7.0,8.0,Unfurnished,East,1.0,True,True,False,False,False,False,False,False,Ready to Move,5000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9403,Mumbai,Thane,Bhayandarpada,Apartment,2,525.0,10.0,30.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,9500000.0,Godrej Emerald,Godrej Properties,3,True,False,False
9402,Mumbai,Thane,Thane West,Apartment,1,580.0,3.0,8.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6500000.0,Nyati Shubharambh Complex,Nyati Group,3,True,False,False
9401,Mumbai,Thane,Thane West,Apartment,2,900.0,3.0,7.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,10000000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9400,Mumbai,Thane,Pokharan Road Number 2,Apartment,1,430.0,22.0,33.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,11000000.0,Ashar Edge,Ashar Group,3,True,False,False
9399,Mumbai,Thane,Kolshet Road,Apartment,1,450.0,18.0,30.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,7500000.0,Wadhwa Solitaire,The Wadhwa Group,3,True,False,False
9398,Mumbai,Thane,Kolshet Road,Apartment,1,1500.0,10.0,28.0,Furnished,North,1.0,True,True,False,False,False,False,False,False,Ready to Move,8500000.0,Lodha Amara,Lodha,3,True,False,False
9397,Mumbai,Thane,Waghbil,Apartment,1,421.0,1.0,7.0,Unfurnished,East,1.0,False,True,False,False,False,False,False,False,Ready to Move,5100000.0,Vijay Nagari,Vijay Group,3,True,False,False
9396,Mumbai,Thane,Majiwada,Apartment,2,800.0,2.0,7.0,Furnished,Unknown,2.0,True,False,False,False,False,False,False,False,Ready to Move,9500000.0,Great Residency,Individual Seller (Not Builder-Listed),3,True,False,False
9395,Mumbai,Thane,Majiwada,Apartment,1,317.0,24.0,25.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6000000.0,Lodha Crown,Lodha,3,True,False,False
9394,Mumbai,Thane,Balkum village,Apartment,3,1370.0,2.0,27.0,Unfurnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,36000000.0,Piramal Vaikunth,Piramal Realty,3,True,False,False
9393,Mumbai,Thane,Manpada,Apartment,1,353.0,4.0,7.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Under Construction,3199000.0,Advance Legacy,Advance Home Makers Private Limited ,0,True,False,False
9392,Mumbai,Thane,Kolshet Road,Apartment,1,453.0,3.0,15.0,Semi-Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,8200000.0,Lodha Amara,Lodha,3,True,False,False
9391,Mumbai,Thane,Dhokali,Apartment,2,571.0,18.0,30.0,Unfurnished,South - East,2.0,False,False,False,False,False,False,False,False,Under Construction,10000000.0,The Icon by Risland,Risland India,0,True,False,False
9390,Mumbai,Thane,Balkum village,Apartment,1,625.0,7.0,8.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,5500000.0,NG Regency,RNA NG Builders,3,True,False,False
9389,Mumbai,Thane,Thane West,Apartment,1,468.0,0.0,5.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,9400000.0,Raj Darshan Society,Individual Seller (Not Builder-Listed),3,True,False,False
9388,Mumbai,Thane,Thane West,Apartment,1,565.0,1.0,6.0,Semi-Furnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6100000.0,Independent / Resale (No Project),Individual Seller (Not Builder-Listed),3,True,False,False
9387,Mumbai,Thane,Pokharan Road Number 1,Apartment,2,369.0,11.0,27.0,Semi-Furnished,Unknown,2.0,True,False,False,False,False,False,False,False,Under Construction,7199000.0,Raunak Serene,Raunak Group,0,True,True,True
9386,Mumbai,Thane,Dhokali,Apartment,1,465.0,5.0,21.0,Unfurnished,Unknown,2.0,False,False,False,False,False,False,False,False,Under Construction,7500000.0,Siddhi Highland Springs,Siddhi Group,0,True,False,False
9385,Mumbai,Thane,Kolshet Road,Apartment,3,954.0,22.0,30.0,Unfurnished,Unknown,3.0,False,False,False,False,False,False,False,False,Ready to Move,20000000.0,Lodha Amara,Lodha,3,True,False,False
9384,Mumbai,Thane,Majiwada,Apartment,3,1300.0,8.0,28.0,Furnished,Unknown,2.0,False,False,False,False,False,False,False,False,Ready to Move,17000000.0,Lodha Casa Ultima,Lodha,3,True,False,False
9383,Mumbai,Thane,Majiwada,Apartment,1,450.0,5.0,14.0,Unfurnished,Unknown,1.0,False,False,False,False,False,False,False,False,Ready to Move,6500000.0,Lodha Luxuria,Lodha,3,True,False,False
